zip,facility_type,ev_slow,ev_dc_fast_count,spaces
92590,PARKING_LOT,1.0,0.0,
92590,REC_SPORTS_FACILITY,4.0,0.0,
92591,BREWERY_DISTILLERY_WINERY,2.0,0.0,
92591,CAR_DEALER,2.0,1.0,
92592,BREWERY_DISTILLERY_WINERY,3.0,0.0,
92592,HOSPITAL,2.0,0.0,
92592,HOTEL,13.0,0.0,
92595,MUNI_GOV,2.0,0.0,
92604,SHOPPING_CENTER,0.0,16.0,
92604,SHOPPING_MALL,2.0,0.0,
92606,OFFICE_BLDG,2.0,0.0,
92612,HOTEL,1.0,0.0,
92612,OTHER,0.0,12.0,
92614,OFFICE_BLDG,4.0,0.0,
92614,PARKING_GARAGE,0.0,24.0,
92614,SCHOOL,2.0,0.0,
92618,CAR_DEALER,2.0,1.0,
92618,HOTEL,2.0,0.0,
92618,OFFICE_BLDG,32.0,0.0,
92618,SHOPPING_CENTER,0.0,1.0,
92618,SHOPPING_MALL,0.0,8.0,
92618,STATE_GOV,17.0,0.0,
92620,SHOPPING_CENTER,3.0,2.0,
92624,HOTEL,2.0,0.0,
92625,RESTAURANT,2.0,0.0,
92626,CAR_DEALER,6.0,0.0,
92626,HOTEL,10.0,0.0,
92626,OFFICE_BLDG,2.0,0.0,
92626,PLACE_OF_WORSHIP,2.0,0.0,
92626,SHOPPING_CENTER,4.0,0.0,
92626,STATE_GOV,4.0,0.0,
92627,SHOPPING_MALL,3.0,0.0,
92629,HOTEL,6.0,0.0,
92637,HOTEL,4.0,0.0,
92647,CAR_DEALER,2.0,1.0,
92647,SHOPPING_MALL,2.0,0.0,
92648,HOTEL,6.0,0.0,
92648,SHOPPING_MALL,7.0,0.0,
92648,STATE_GOV,6.0,0.0,
92651,HOTEL,15.0,0.0,
92651,RESTAURANT,2.0,0.0,
92657,HOTEL,7.0,0.0,
92657,SHOPPING_CENTER,0.0,3.0,
92660,BANK,8.0,0.0,
92660,HOTEL,3.0,0.0,
92663,HOTEL,5.0,0.0,
92672,HOTEL,2.0,0.0,
92673,SHOPPING_CENTER,0.0,12.0,
92675,CAR_DEALER,2.0,1.0,
92675,STATE_GOV,4.0,0.0,
92683,SHOPPING_MALL,4.0,24.0,
92683,STATE_GOV,5.0,0.0,
92691,SHOPPING_MALL,0.0,10.0,
92692,HOTEL,4.0,0.0,
92701,PARKING_GARAGE,0.0,20.0,
92705,OFFICE_BLDG,8.0,0.0,
92705,SHOPPING_CENTER,2.0,0.0,
92705,SHOPPING_MALL,14.0,0.0,
92707,OFFICE_BLDG,12.0,0.0,
92708,HOTEL,4.0,0.0,
92780,GROCERY,2.0,0.0,
92780,SHOPPING_CENTER,2.0,0.0,
92782,CAR_DEALER,1.0,2.0,
92782,GROCERY,5.0,0.0,
92782,SHOPPING_CENTER,2.0,0.0,
92802,HOTEL,20.0,0.0,
92802,SHOPPING_MALL,16.0,0.0,
92805,HOTEL,2.0,0.0,
92805,OFFICE_BLDG,2.0,0.0,
92805,PARKING_GARAGE,5.0,0.0,
92805,RESTAURANT,4.0,0.0,
92806,HOTEL,4.0,0.0,
92806,TRAVEL_CENTER,2.0,0.0,
92807,BANK,1.0,0.0,
92808,SHOPPING_CENTER,4.0,0.0,
92821,PARKING_GARAGE,7.0,0.0,
92821,SHOPPING_CENTER,2.0,0.0,
92821,STATE_GOV,10.0,0.0,
92823,SHOPPING_MALL,2.0,0.0,
92832,SHOPPING_CENTER,2.0,0.0,
92844,CAR_DEALER,2.0,1.0,
92844,GAS_STATION,0.0,1.0,
92860,GAS_STATION,0.0,2.0,
92866,RESTAURANT,3.0,0.0,
92867,CAR_DEALER,2.0,1.0,
92868,HOTEL,8.0,0.0,
92868,SHOPPING_MALL,2.0,0.0,
92869,SHOPPING_MALL,2.0,0.0,
92870,CAR_DEALER,1.0,0.0,
92870,MUNI_GOV,2.0,0.0,
92870,SHOPPING_CENTER,2.0,0.0,
92879,INN,4.0,0.0,
92880,CONVENIENCE_STORE,0.0,4.0,
92880,MULTI_UNIT_DWELLING,2.0,0.0,
92880,REC_SPORTS_FACILITY,3.0,0.0,
92882,CAR_DEALER,2.0,1.0,
92882,HOTEL,8.0,0.0,
92887,HOTEL,4.0,0.0,
92887,SHOPPING_CENTER,2.0,0.0,
93001,PARK,1.0,0.0,
93003,CAR_DEALER,4.0,1.0,
93003,MUNI_GOV,3.0,0.0,
93003,OTHER_ENTERTAINMENT,3.0,0.0,
93003,SHOPPING_MALL,2.0,0.0,
93009,MUNI_GOV,6.0,0.0,
93010,HOSPITAL,6.0,0.0,
93010,OFFICE_BLDG,2.0,0.0,
93010,PARKING_LOT,2.0,0.0,
93012,COLLEGE_CAMPUS,9.0,0.0,
93012,OFFICE_BLDG,20.0,0.0,
93013,HOTEL,3.0,0.0,
93013,SCHOOL,2.0,0.0,
93015,CAR_DEALER,1.0,1.0,
93022,PARK,1.0,0.0,
93023,BREWERY_DISTILLERY_WINERY,2.0,0.0,
93023,INN,6.0,0.0,
93030,HOSPITAL,6.0,0.0,
93030,HOTEL,1.0,0.0,
93030,PARKING_LOT,3.0,0.0,
93036,CAR_DEALER,9.0,3.0,
93036,GROCERY,3.0,0.0,
93036,RESTAURANT,3.0,0.0,
93036,SHOPPING_CENTER,0.0,20.0,
93041,MUNI_GOV,2.0,0.0,
93063,MUNI_GOV,2.0,0.0,
93065,CAR_DEALER,9.0,3.0,
93065,HOTEL,5.0,0.0,
93065,SHOPPING_CENTER,0.0,12.0,
93101,HOTEL,8.0,0.0,
93101,INN,1.0,0.0,
93101,MUNI_GOV,2.0,0.0,
93101,SHOPPING_CENTER,3.0,0.0,
93101,SHOPPING_MALL,2.0,0.0,
93103,HOTEL,15.0,0.0,
93103,OFFICE_BLDG,3.0,0.0,
93105,CAR_DEALER,4.0,1.0,
93105,HOTEL,2.0,0.0,
93108,HOTEL,2.0,0.0,
93108,INN,4.0,0.0,
93109,COLLEGE_CAMPUS,6.0,0.0,
93117,CAR_DEALER,3.0,0.0,
93117,HOTEL,1.0,0.0,
93117,RESEARCH_FACILITY,4.0,0.0,
93117,SHOPPING_CENTER,0.0,13.0,
93203,PARKING_LOT,10.0,0.0,
93210,HOTEL,0.0,1.0,
93210,MUNI_GOV,1.0,0.0,
93215,HOTEL,2.0,4.0,
93215,MOTOR_POOL,0.0,4.0,
93215,RESTAURANT,2.0,4.0,
93221,CAR_DEALER,2.0,0.0,
93230,CAR_DEALER,1.0,0.0,
93230,HOTEL,8.0,0.0,
93230,SCHOOL,2.0,0.0,
93234,MUNI_GOV,2.0,0.0,
93239,MOTOR_POOL,0.0,4.0,
93241,MULTI_UNIT_DWELLING,4.0,0.0,
93243,REST_STOP,0.0,8.0,
93243,SHOPPING_CENTER,0.0,24.0,
93245,FACTORY,4.0,0.0,
93245,HOTEL,6.0,0.0,
93257,MUNI_GOV,0.0,2.0,
93268,MUNI_GOV,1.0,0.0,
93268,SCHOOL,2.0,0.0,
93274,HOTEL,0.0,1.0,
93274,RESTAURANT,3.0,0.0,
93274,REST_STOP,0.0,12.0,
93274,TRUCK_STOP,2.0,4.0,
93277,HOTEL,2.0,4.0,
93280,MULTI_UNIT_DWELLING,2.0,0.0,
93280,MUNI_GOV,2.0,0.0,
93292,CAR_DEALER,1.0,0.0,
93301,CAR_DEALER,1.0,0.0,
93307,PARKING_LOT,0.0,4.0,
93308,MUNI_GOV,3.0,0.0,
93309,OFFICE_BLDG,2.0,0.0,
93313,CAR_DEALER,1.0,1.0,
93401,BREWERY_DISTILLERY_WINERY,1.0,0.0,
93401,OFFICE_BLDG,1.0,0.0,
93401,PARKING_GARAGE,4.0,0.0,
93401,SHOPPING_CENTER,10.0,0.0,
93405,CAR_DEALER,4.0,1.0,
93405,SHOPPING_CENTER,2.0,0.0,
93405,SHOPPING_MALL,0.0,12.0,
93420,HOTEL,1.0,0.0,
93420,INN,1.0,0.0,
93420,SHOPPING_MALL,0.0,8.0,
93422,BANK,1.0,0.0,
93424,HOTEL,2.0,0.0,
93424,INN,3.0,0.0,
93428,HOTEL,6.0,0.0,
93428,INN,7.0,0.0,
93430,B_AND_B,3.0,0.0,
93430,HOTEL,1.0,0.0,
93432,BREWERY_DISTILLERY_WINERY,3.0,0.0,
93434,PARKING_LOT,2.0,0.0,
93436,BREWERY_DISTILLERY_WINERY,2.0,0.0,
93436,MUNI_GOV,22.0,0.0,
93440,RESTAURANT,2.0,0.0,
93442,MUNI_GOV,2.0,0.0,
93446,BREWERY_DISTILLERY_WINERY,58.0,0.0,
93446,B_AND_B,2.0,0.0,
93446,HOTEL,15.0,0.0,
93446,INN,5.0,0.0,
93446,SHOPPING_CENTER,3.0,28.0,
93449,GROCERY,2.0,0.0,
93449,HOTEL,12.0,0.0,
93449,INN,4.0,0.0,
93449,MUNI_GOV,0.0,2.0,
93449,SHOPPING_MALL,0.0,12.0,
93450,SHOPPING_CENTER,4.0,0.0,
93451,OFFICE_BLDG,0.0,2.0,
93452,HOTEL,14.0,0.0,
93454,CAR_DEALER,3.0,0.0,
93455,BREWERY_DISTILLERY_WINERY,2.0,0.0,
93455,CAR_DEALER,3.0,0.0,
93455,HOTEL,2.0,0.0,
93458,OFFICE_BLDG,1.0,0.0,
93460,INN,3.0,0.0,
93460,MUNI_GOV,2.0,0.0,
93460,PARKING_GARAGE,10.0,0.0,
93463,GROCERY,2.0,0.0,
93463,HOTEL,2.0,0.0,
93463,INN,1.0,0.0,
93465,BREWERY_DISTILLERY_WINERY,11.0,0.0,
93501,AIRPORT,2.0,2.0,
93501,STATE_GOV,1.0,0.0,
93510,RESTAURANT,3.0,0.0,
93514,PARKING_LOT,0.0,12.0,
93517,HOTEL,1.0,0.0,
93527,AIRPORT,2.0,0.0,
93534,CAR_DEALER,4.0,0.0,
93534,STATE_GOV,1.0,0.0,
93535,HOSPITAL,2.0,0.0,
93535,SCHOOL,1.0,0.0,
93536,MUNI_GOV,1.0,0.0,
93536,OTHER_ENTERTAINMENT,2.0,0.0,
93541,SCHOOL,1.0,0.0,
93546,HOTEL,18.0,0.0,
93550,MUNI_GOV,14.0,1.0,
93550,OTHER_ENTERTAINMENT,4.0,0.0,
93550,PARKING_LOT,0.0,8.0,
93551,BREWERY_DISTILLERY_WINERY,2.0,0.0,
93551,CAR_DEALER,4.0,1.0,
93551,HOTEL,2.0,0.0,
93551,SHOPPING_CENTER,2.0,0.0,
93551,SHOPPING_MALL,0.0,12.0,
93601,HOTEL,10.0,0.0,
93611,COLLEGE_CAMPUS,10.0,0.0,
93611,OFFICE_BLDG,6.0,0.0,
93612,CAR_DEALER,1.0,0.0,
93612,HOTEL,1.0,0.0,
93612,MUNI_GOV,10.0,0.0,
93612,PLACE_OF_WORSHIP,10.0,4.0,
93612,SHOPPING_CENTER,0.0,12.0,
93614,HOTEL,2.0,0.0,
93622,GAS_STATION,0.0,56.0,
93622,MUNI_GOV,1.0,0.0,
93623,HOTEL,1.0,0.0,
93625,LIBRARY,1.0,0.0,
93630,MUNI_GOV,1.0,0.0,
93630,OFFICE_BLDG,4.0,0.0,
93630,SCHOOL,2.0,0.0,
93631,HOTEL,2.0,4.0,
93631,LIBRARY,1.0,0.0,
93631,REST_STOP,0.0,4.0,
93635,COLLEGE_CAMPUS,12.0,0.0,
93637,MOTOR_POOL,0.0,4.0,
93637,TRAVEL_CENTER,0.0,20.0,
93637,TRUCK_STOP,5.0,4.0,
93638,PLACE_OF_WORSHIP,2.0,4.0,
93640,MUNI_GOV,1.0,0.0,
93640,OTHER_ENTERTAINMENT,11.0,0.0,
93644,HOSPITAL,1.0,0.0,
93644,HOTEL,6.0,0.0,
93644,INN,3.0,0.0,
93646,MUNI_GOV,1.0,0.0,
93648,MUNI_GOV,1.0,0.0,
93650,OFFICE_BLDG,2.0,0.0,
93654,GROCERY,4.0,0.0,
93654,HOSPITAL,4.0,0.0,
93654,MUNI_GOV,1.0,0.0,
93657,FLEET_GARAGE,2.0,0.0,
93657,MUNI_GOV,6.0,0.0,
93660,MUNI_GOV,1.0,0.0,
93662,CAR_DEALER,2.0,0.0,
93662,MUNI_GOV,1.0,0.0,
93673,RESTAURANT,0.0,16.0,
93702,PLACE_OF_WORSHIP,10.0,0.0,
93703,MUSEUM,4.0,0.0,
93703,PLACE_OF_WORSHIP,10.0,0.0,
93704,BANK,10.0,0.0,
93705,OFFICE_BLDG,7.0,0.0,
93706,CONVENTION_CENTER,10.0,0.0,
93706,MULTI_UNIT_DWELLING,34.0,8.0,
93706,OFFICE_BLDG,6.0,0.0,
93710,CAR_DEALER,1.0,0.0,
93710,COLLEGE_CAMPUS,4.0,2.0,
93710,HOTEL,1.0,0.0,
93710,PARKING_LOT,2.0,0.0,
93711,HOTEL,6.0,0.0,
93711,OFFICE_BLDG,2.0,0.0,
93720,HOTEL,7.0,0.0,
93720,OFFICE_BLDG,10.0,0.0,
93720,PARK,10.0,0.0,
93721,MUNI_GOV,4.0,0.0,
93721,OFFICE_BLDG,2.0,0.0,
93721,PARKING_GARAGE,10.0,0.0,
93721,PARKING_LOT,3.0,0.0,
93722,HARDWARE_STORE,7.0,0.0,
93722,OFFICE_BLDG,4.0,0.0,
93722,PARKING_GARAGE,4.0,0.0,
93722,SHOPPING_MALL,0.0,12.0,
93724,PARKING_GARAGE,8.0,0.0,
93726,OFFICE_BLDG,10.0,0.0,
93727,AIRPORT,6.0,0.0,
93727,HOTEL,2.0,0.0,
93727,PARK,6.0,0.0,
93727,PLACE_OF_WORSHIP,20.0,0.0,
93728,OFFICE_BLDG,0.0,4.0,
93906,SCHOOL,1.0,0.0,
93906,SHOPPING_MALL,0.0,14.0,
93907,BANK,1.0,0.0,
93907,CAR_DEALER,6.0,1.0,
93907,SHOPPING_CENTER,0.0,6.0,
93908,BREWERY_DISTILLERY_WINERY,2.0,0.0,
93908,OTHER_ENTERTAINMENT,1.0,0.0,
93920,HOTEL,3.0,0.0,
93920,INN,6.0,0.0,
93921,INN,1.0,0.0,
93921,PARKING_GARAGE,6.0,0.0,
93923,BREWERY_DISTILLERY_WINERY,2.0,0.0,
93923,HOTEL,13.0,0.0,
93923,INN,4.0,0.0,
93924,BREWERY_DISTILLERY_WINERY,4.0,0.0,
93926,SCHOOL,1.0,0.0,
93927,SHOPPING_MALL,0.0,12.0,
93940,HOTEL,10.0,0.0,
93940,INN,1.0,0.0,
93950,HOTEL,3.0,0.0,
93953,HOTEL,7.0,0.0,
93953,REC_SPORTS_FACILITY,3.0,0.0,
93955,CAR_DEALER,2.0,1.0,
93955,SHOPPING_CENTER,0.0,12.0,
94002,OFFICE_BLDG,8.0,0.0,
94010,CAR_DEALER,1.0,0.0,
94010,HOTEL,1.0,0.0,
94014,CAR_DEALER,1.0,1.0,
94014,SHOPPING_CENTER,2.0,0.0,
94015,SHOPPING_CENTER,0.0,40.0,
94015,SHOPPING_MALL,10.0,0.0,
94019,HOTEL,8.0,0.0,
94022,HOTEL,12.0,0.0,
94022,MUNI_GOV,1.0,0.0,
94022,SCHOOL,89.0,7.0,
94024,SCHOOL,26.0,2.0,
94025,FED_GOV,6.0,0.0,
94025,HOTEL,10.0,0.0,
94025,OFFICE_BLDG,5.0,0.0,
94025,SHOPPING_CENTER,0.0,10.0,
94027,COLLEGE_CAMPUS,2.0,0.0,
94030,INN,3.0,0.0,
94030,SHOPPING_CENTER,2.0,0.0,
94030,SHOPPING_MALL,2.0,0.0,
94035,FED_GOV,0.0,8.0,
94038,INN,1.0,0.0,
94040,HOTEL,5.0,0.0,
94040,SCHOOL,26.0,0.0,
94043,OFFICE_BLDG,9.0,0.0,
94062,RESTAURANT,2.0,0.0,
94063,CAR_DEALER,4.0,1.0,
94063,OFFICE_BLDG,2.0,0.0,
94063,SHOPPING_CENTER,2.0,0.0,
94066,HOTEL,3.0,0.0,
94066,SHOPPING_CENTER,0.0,12.0,
94080,HOTEL,0.0,20.0,
94085,OFFICE_BLDG,9.0,0.0,
94086,SHOPPING_CENTER,2.0,0.0,359.0
94086,SHOPPING_CENTER,2.0,0.0,149.0
94086,SHOPPING_CENTER,2.0,0.0,34.0
94087,CAR_DEALER,7.0,0.0,
94087,SCHOOL,24.0,0.0,
94087,SHOPPING_CENTER,2.0,16.0,
94087,SHOPPING_MALL,2.0,0.0,
94089,BANK,4.0,0.0,101.0
94089,BANK,4.0,0.0,668.0
94089,BANK,4.0,0.0,457.0
94089,HOTEL,3.0,0.0,101.0
94089,HOTEL,3.0,0.0,668.0
94089,HOTEL,3.0,0.0,457.0
94089,OFFICE_BLDG,6.0,0.0,101.0
94089,OFFICE_BLDG,6.0,0.0,668.0
94089,OFFICE_BLDG,6.0,0.0,457.0
94102,HOTEL,5.0,0.0,35.0
94102,HOTEL,5.0,0.0,343.0
94102,OTHER_ENTERTAINMENT,0.0,12.0,35.0
94102,OTHER_ENTERTAINMENT,0.0,12.0,343.0
94103,HOTEL,5.0,0.0,108.0
94103,HOTEL,5.0,0.0,7.0
94103,PAY_GARAGE,1.0,0.0,108.0
94103,PAY_GARAGE,1.0,0.0,7.0
94104,HOTEL,1.0,0.0,
94105,HOTEL,1.0,0.0,
94108,HOTEL,8.0,0.0,
94109,CAR_DEALER,1.0,0.0,
94109,PAY_GARAGE,5.0,0.0,
94111,HOTEL,4.0,0.0,38.0
94111,PARKING_GARAGE,1.0,0.0,38.0
94115,HOTEL,4.0,0.0,
94118,PAY_GARAGE,13.0,0.0,
94118,SHOPPING_CENTER,0.0,34.0,
94123,PARK,6.0,0.0,
94124,STORAGE,1.0,0.0,29.0
94129,NATL_PARK,2.0,0.0,
94129,SHOPPING_CENTER,4.0,0.0,
94132,COLLEGE_CAMPUS,9.0,0.0,
94132,OTHER_ENTERTAINMENT,10.0,0.0,
94132,SHOPPING_CENTER,2.0,0.0,
94132,SHOPPING_MALL,4.0,1.0,
94133,HOTEL,1.0,0.0,
94143,SHOPPING_CENTER,2.0,0.0,
94158,PARKING_GARAGE,19.0,0.0,
94158,SHOPPING_CENTER,6.0,0.0,
94301,BREWERY_DISTILLERY_WINERY,2.0,0.0,60.0
94301,HOTEL,1.0,0.0,60.0
94301,PARKING_GARAGE,32.0,0.0,60.0
94301,STREET_PARKING,0.0,1.0,60.0
94303,CAR_DEALER,1.0,0.0,
94303,OFFICE_BLDG,2.0,0.0,
94303,SCHOOL,14.0,1.0,
94304,BANK,4.0,0.0,
94304,OFFICE_BLDG,2.0,0.0,
94304,SHOPPING_CENTER,0.0,20.0,
94306,CAR_DEALER,1.0,0.0,
94306,HOTEL,12.0,0.0,
94306,INN,2.0,0.0,
94306,OFFICE_BLDG,6.0,0.0,
94306,PLACE_OF_WORSHIP,7.0,0.0,
94306,SCHOOL,14.0,0.0,
94306,STREET_PARKING,4.0,0.0,
94403,SHOPPING_CENTER,0.0,12.0,686.0
94403,SHOPPING_CENTER,0.0,12.0,195.0
94501,BREWERY_DISTILLERY_WINERY,3.0,0.0,42.0
94501,SHOPPING_CENTER,2.0,12.0,42.0
94506,HOSPITAL,4.0,0.0,
94506,SHOPPING_CENTER,2.0,0.0,
94508,BREWERY_DISTILLERY_WINERY,2.0,0.0,
94509,CAR_DEALER,1.0,0.0,
94509,SHOPPING_MALL,2.0,0.0,
94513,BREWERY_DISTILLERY_WINERY,3.0,0.0,
94513,SHOPPING_CENTER,2.0,0.0,
94513,SHOPPING_MALL,2.0,16.0,
94515,BREWERY_DISTILLERY_WINERY,22.0,0.0,
94515,HOTEL,14.0,0.0,
94520,CAR_DEALER,1.0,0.0,157.0
94520,SHOPPING_CENTER,4.0,16.0,157.0
94520,SHOPPING_MALL,6.0,0.0,157.0
94526,HOTEL,2.0,0.0,
94530,SHOPPING_MALL,0.0,14.0,
94533,CAR_DEALER,6.0,1.0,
94533,MUNI_GOV,6.0,0.0,
94533,OFFICE_BLDG,4.0,4.0,
94533,SHOPPING_CENTER,2.0,0.0,
94533,SHOPPING_MALL,2.0,0.0,
94533,TRAVEL_CENTER,2.0,0.0,
94534,COLLEGE_CAMPUS,3.0,0.0,
94534,OFFICE_BLDG,2.0,0.0,
94538,CAR_DEALER,2.0,0.0,
94538,HOTEL,12.0,0.0,
94538,LIBRARY,10.0,0.0,
94538,OFFICE_BLDG,15.0,4.0,
94538,OTHER_ENTERTAINMENT,12.0,0.0,
94538,SHOPPING_CENTER,3.0,12.0,
94538,SHOPPING_MALL,2.0,0.0,
94541,SCHOOL,16.0,0.0,87.0
94541,SCHOOL,16.0,0.0,84.0
94542,SCHOOL,2.0,0.0,
94544,CAR_DEALER,2.0,1.0,
94544,SCHOOL,32.0,0.0,
94545,SCHOOL,5.0,0.0,
94545,SHOPPING_MALL,4.0,0.0,
94546,SCHOOL,2.0,0.0,
94551,OFFICE_BLDG,2.0,0.0,
94551,SHOPPING_CENTER,0.0,20.0,
94558,BREWERY_DISTILLERY_WINERY,21.0,0.0,
94558,HOTEL,20.0,0.0,
94558,INN,1.0,0.0,
94558,SHOPPING_CENTER,0.0,20.0,
94559,CAR_DEALER,1.0,0.0,
94559,COLLEGE_CAMPUS,2.0,0.0,
94559,HOTEL,14.0,0.0,
94559,INN,7.0,0.0,
94560,HOTEL,7.0,0.0,
94560,SHOPPING_MALL,12.0,0.0,
94562,BREWERY_DISTILLERY_WINERY,6.0,0.0,
94562,GROCERY,2.0,0.0,
94566,HOTEL,4.0,0.0,
94566,SCHOOL,10.0,0.0,
94568,CAR_DEALER,4.0,1.0,434.0
94571,HOTEL,2.0,0.0,
94571,MUNI_GOV,1.0,0.0,
94573,BREWERY_DISTILLERY_WINERY,2.0,0.0,
94574,BREWERY_DISTILLERY_WINERY,44.0,0.0,
94574,HOTEL,13.0,0.0,
94574,RESTAURANT,2.0,0.0,
94576,BREWERY_DISTILLERY_WINERY,2.0,0.0,
94577,CAR_DEALER,2.0,1.0,
94577,UTILITY,3.0,0.0,
94578,SHOPPING_CENTER,2.0,0.0,
94578,SHOPPING_MALL,2.0,0.0,
94579,HOTEL,8.0,0.0,
94579,STATE_GOV,10.0,0.0,
94582,MULTI_UNIT_DWELLING,6.0,0.0,
94583,HOTEL,4.0,0.0,
94583,OFFICE_BLDG,32.0,0.0,
94583,SHOPPING_CENTER,0.0,10.0,
94583,UTILITY,3.0,0.0,
94588,CAR_DEALER,2.0,0.0,
94588,SHOPPING_CENTER,2.0,0.0,
94588,SHOPPING_MALL,4.0,0.0,
94590,CAR_DEALER,1.0,0.0,
94590,MUNI_GOV,2.0,0.0,
94591,SHOPPING_CENTER,3.0,0.0,
94596,LIBRARY,8.0,0.0,
94598,SHOPPING_CENTER,4.0,0.0,
94599,BREWERY_DISTILLERY_WINERY,2.0,0.0,
94599,HOTEL,6.0,0.0,
94603,HOTEL,3.0,0.0,
94606,HOTEL,2.0,0.0,16.0
94606,SHOPPING_CENTER,2.0,0.0,16.0
94606,SHOPPING_MALL,2.0,0.0,16.0
94607,TRAVEL_CENTER,0.0,12.0,100.0
94607,TRAVEL_CENTER,0.0,12.0,109.0
94607,TRAVEL_CENTER,0.0,12.0,40.0
94608,HOTEL,14.0,0.0,907.0
94608,OFFICE_BLDG,24.0,0.0,907.0
94608,SHOPPING_CENTER,2.0,0.0,907.0
94608,SHOPPING_MALL,0.0,24.0,907.0
94612,PAY_GARAGE,6.0,0.0,691.0
94621,AIRPORT,7.0,0.0,415.0
94621,SHOPPING_MALL,2.0,16.0,415.0
94704,HOTEL,3.0,0.0,40.0
94704,HOTEL,3.0,0.0,155.0
94705,HOTEL,1.0,0.0,
94709,OFFICE_BLDG,2.0,0.0,
94710,GROCERY,4.0,0.0,205.0
94710,STORAGE,1.0,0.0,205.0
94801,MUNI_GOV,2.0,0.0,
94801,OFFICE_BLDG,3.0,0.0,
94804,CAR_DEALER,8.0,1.0,
94804,OFFICE_BLDG,3.0,0.0,
94804,SHOPPING_MALL,0.0,16.0,
94806,CAR_DEALER,1.0,0.0,
94903,SCHOOL,2.0,0.0,
94903,SHOPPING_CENTER,4.0,0.0,
94904,SCHOOL,4.0,0.0,
94904,SHOPPING_MALL,0.0,14.0,
94920,HOTEL,2.0,0.0,
94925,SHOPPING_CENTER,4.0,10.0,
94928,HOTEL,3.0,0.0,
94937,HOTEL,4.0,0.0,
94939,PARKING_LOT,1.0,0.0,
94939,SHOPPING_CENTER,3.0,0.0,
94941,NATL_PARK,2.0,0.0,
94945,SHOPPING_MALL,6.0,20.0,
94947,PARKING_LOT,2.0,0.0,
94947,SHOPPING_MALL,2.0,0.0,
94949,BREWERY_DISTILLERY_WINERY,2.0,0.0,
94949,PARKING_LOT,6.0,0.0,
94952,CAR_DEALER,4.0,0.0,
94952,FIRE_STATION,1.0,1.0,
94954,BREWERY_DISTILLERY_WINERY,6.0,0.0,
94954,HOTEL,3.0,0.0,
94956,NATL_PARK,3.0,0.0,
94965,HOTEL,3.0,0.0,
94965,SHOPPING_MALL,0.0,16.0,
94970,NATL_PARK,4.0,0.0,
95003,HOTEL,4.0,0.0,
95008,OFFICE_BLDG,0.0,6.0,63.0
95008,SCHOOL,34.0,0.0,63.0
95010,CAR_DEALER,2.0,0.0,
95010,HOTEL,2.0,0.0,
95010,SHOPPING_MALL,2.0,0.0,
95012,PARK,2.0,0.0,
95014,BANK,2.0,0.0,
95014,BREWERY_DISTILLERY_WINERY,2.0,0.0,
95014,HOTEL,18.0,0.0,
95014,PARKING_LOT,2.0,0.0,
95014,SCHOOL,30.0,2.0,
95014,SHOPPING_CENTER,3.0,28.0,
95018,HOTEL,1.0,0.0,
95018,MUNI_GOV,2.0,0.0,
95020,CAR_DEALER,1.0,0.0,
95020,SHOPPING_CENTER,0.0,12.0,
95030,HOTEL,15.0,0.0,
95030,MUNI_GOV,1.0,0.0,
95032,PARKING_LOT,0.0,12.0,
95035,HOTEL,0.0,16.0,
95035,OFFICE_BLDG,14.0,1.0,
95037,HOTEL,4.0,0.0,257.0
95037,REC_SPORTS_FACILITY,6.0,0.0,257.0
95046,HOTEL,20.0,0.0,
95050,AIRPORT,4.0,0.0,
95050,OFFICE_BLDG,1.0,0.0,
95051,CAR_DEALER,1.0,0.0,
95051,SHOPPING_CENTER,2.0,0.0,
95054,GROCERY,2.0,1.0,
95054,HOTEL,10.0,0.0,
95054,OFFICE_BLDG,37.0,0.0,
95054,SHOPPING_MALL,0.0,16.0,
95060,HOTEL,2.0,0.0,
95061,PARKING_GARAGE,5.0,0.0,
95062,GROCERY,0.0,16.0,
95065,HOTEL,10.0,0.0,
95066,SHOPPING_MALL,0.0,16.0,
95076,OFFICE_BLDG,2.0,0.0,
95076,PARKING_GARAGE,5.0,0.0,
95076,PARKING_LOT,2.0,0.0,
95110,AIRPORT,12.0,0.0,189.0
95110,AIRPORT,12.0,0.0,38.0
95110,SHOPPING_CENTER,0.0,12.0,189.0
95110,SHOPPING_CENTER,0.0,12.0,38.0
95111,HOTEL,2.0,0.0,
95112,STATE_GOV,8.0,0.0,434.0
95112,STATE_GOV,8.0,0.0,1103.0
95112,UTILITY,12.0,0.0,434.0
95112,UTILITY,12.0,0.0,1103.0
95113,HOTEL,8.0,0.0,
95117,SCHOOL,50.0,0.0,
95118,MUNI_GOV,11.0,0.0,
95118,SCHOOL,50.0,0.0,
95118,SHOPPING_CENTER,0.0,24.0,
95121,SHOPPING_MALL,0.0,20.0,
95122,SHOPPING_CENTER,2.0,0.0,
95122,SHOPPING_MALL,4.0,0.0,
95123,MULTI_UNIT_DWELLING,10.0,0.0,
95123,SHOPPING_MALL,0.0,24.0,
95124,SCHOOL,68.0,0.0,
95126,PARKING_LOT,1.0,0.0,895.0
95126,PARKING_LOT,1.0,0.0,389.0
95126,PARKING_LOT,1.0,0.0,144.0
95128,SCHOOL,22.0,0.0,
95128,SHOPPING_CENTER,6.0,0.0,
95128,SHOPPING_MALL,1.0,0.0,
95129,SCHOOL,19.0,0.0,
