zip,facility_type,ev_slow,ev_dc_fast_count,spaces
95131,HOTEL,6.0,0.0,449.0
95131,OFFICE_BLDG,4.0,0.0,449.0
95134,HOTEL,4.0,0.0,
95134,OFFICE_BLDG,94.0,0.0,
95134,OTHER_ENTERTAINMENT,9.0,0.0,
95134,SHOPPING_CENTER,0.0,14.0,
95136,CAR_DEALER,1.0,2.0,
95202,STATE_GOV,4.0,0.0,
95205,MUNI_GOV,1.0,0.0,
95206,STATE_GOV,2.0,0.0,
95207,HOTEL,0.0,12.0,
95207,RESTAURANT,4.0,0.0,
95209,SCHOOL,4.0,0.0,
95210,SCHOOL,1.0,0.0,
95212,CAR_DEALER,2.0,1.0,
95220,BREWERY_DISTILLERY_WINERY,3.0,0.0,
95228,SHOPPING_CENTER,0.0,12.0,
95237,INN,1.0,0.0,
95240,GAS_STATION,0.0,2.0,
95240,LIBRARY,1.0,0.0,
95240,MULTI_UNIT_DWELLING,4.0,0.0,
95240,PARKING_GARAGE,1.0,0.0,
95240,PARKING_LOT,3.0,0.0,
95240,REC_SPORTS_FACILITY,1.0,0.0,
95240,SCHOOL,2.0,0.0,
95242,HOTEL,3.0,0.0,
95242,OTHER,1.0,0.0,
95242,PARKING_LOT,2.0,0.0,
95247,HOTEL,3.0,0.0,
95247,INN,4.0,0.0,
95304,CAR_DEALER,1.0,0.0,
95315,SCHOOL,6.0,4.0,
95321,HOTEL,3.0,0.0,
95327,HOTEL,1.0,0.0,
95327,OTHER_ENTERTAINMENT,4.0,0.0,
95336,BREWERY_DISTILLERY_WINERY,2.0,0.0,
95336,SHOPPING_CENTER,0.0,12.0,
95338,B_AND_B,2.0,0.0,
95340,CAR_DEALER,2.0,0.0,
95340,SHOPPING_CENTER,0.0,12.0,
95341,MUNI_GOV,2.0,0.0,
95348,COLLEGE_CAMPUS,4.0,0.0,
95348,OFFICE_BLDG,2.0,0.0,
95348,SCHOOL,1.0,0.0,
95350,HOTEL,4.0,0.0,
95354,CAR_DEALER,1.0,0.0,
95354,LIBRARY,2.0,0.0,
95356,CAR_DEALER,4.0,0.0,
95356,MUNI_GOV,3.0,0.0,
95356,SHOPPING_CENTER,0.0,13.0,
95361,LIBRARY,2.0,0.0,
95363,INN,0.0,8.0,
95366,GAS_STATION,2.0,4.0,
95379,HOTEL,8.0,0.0,
95380,CAR_DEALER,1.0,0.0,
95380,RESTAURANT,3.0,0.0,
95382,COLLEGE_CAMPUS,9.0,0.0,
95382,HOSPITAL,2.0,0.0,
95383,INN,2.0,0.0,
95386,NATL_PARK,1.0,0.0,
95389,HOTEL,1.0,0.0,
95389,NATL_PARK,1.0,0.0,
95401,BREWERY_DISTILLERY_WINERY,4.0,0.0,
95401,HOTEL,2.0,0.0,
95401,OFFICE_BLDG,2.0,0.0,
95401,SHOPPING_MALL,0.0,20.0,
95403,AIRPORT,3.0,0.0,
95403,INN,2.0,0.0,
95404,CAR_DEALER,4.0,0.0,
95404,HOTEL,2.0,0.0,
95404,INN,2.0,0.0,
95405,BREWERY_DISTILLERY_WINERY,3.0,0.0,
95407,CAR_DEALER,2.0,0.0,
95423,BREWERY_DISTILLERY_WINERY,3.0,0.0,
95432,INN,1.0,0.0,
95432,PARK,2.0,0.0,
95436,INN,3.0,0.0,
95437,HOTEL,4.0,0.0,
95437,SHOPPING_CENTER,0.0,12.0,
95439,BREWERY_DISTILLERY_WINERY,3.0,0.0,
95441,BREWERY_DISTILLERY_WINERY,11.0,0.0,
95442,BREWERY_DISTILLERY_WINERY,3.0,0.0,
95442,HOTEL,1.0,0.0,
95446,INN,3.0,0.0,
95448,BREWERY_DISTILLERY_WINERY,13.0,0.0,
95448,HOTEL,11.0,0.0,
95448,SCHOOL,1.0,0.0,
95449,BREWERY_DISTILLERY_WINERY,3.0,0.0,
95449,SHOPPING_CENTER,2.0,0.0,
95450,PARK,2.0,0.0,
95452,BREWERY_DISTILLERY_WINERY,1.0,0.0,
95453,MUNI_GOV,2.0,0.0,
95456,HOTEL,4.0,0.0,
95456,INN,2.0,0.0,
95456,PARK,2.0,0.0,
95460,HOTEL,6.0,0.0,
95460,INN,12.0,0.0,
95460,PARK,3.0,0.0,
95461,HOTEL,3.0,0.0,
95465,INN,2.0,0.0,
95466,BREWERY_DISTILLERY_WINERY,2.0,1.0,
95466,PARK,2.0,0.0,
95466,RESTAURANT,2.0,0.0,
95468,INN,1.0,0.0,
95476,BREWERY_DISTILLERY_WINERY,4.0,0.0,
95476,HOTEL,6.0,0.0,
95482,HOTEL,9.0,0.0,
95482,MULTI_UNIT_DWELLING,6.0,0.0,
95482,PARKING_LOT,1.0,0.0,
95485,HOTEL,2.0,0.0,
95490,INN,2.0,0.0,
95492,BREWERY_DISTILLERY_WINERY,2.0,0.0,
95492,HOTEL,2.0,0.0,
95497,HOTEL,3.0,0.0,
95501,CAR_DEALER,1.0,0.0,
95501,HOTEL,11.0,0.0,
95501,OFFICE_BLDG,1.0,0.0,
95503,CAR_DEALER,1.0,0.0,
95521,HOTEL,2.0,0.0,
95531,INN,6.0,0.0,
95536,HOTEL,1.0,0.0,
95536,INN,2.0,0.0,
95540,HOTEL,4.0,0.0,
95540,PARKING_LOT,2.0,0.0,
95542,SHOPPING_CENTER,1.0,0.0,
95570,B_AND_B,2.0,0.0,
95603,MUNI_GOV,5.0,0.0,
95603,PARKING_LOT,5.0,0.0,
95606,HOTEL,3.0,0.0,
95606,OTHER_ENTERTAINMENT,7.0,0.0,
95608,LIBRARY,1.0,0.0,
95616,COLLEGE_CAMPUS,89.0,0.0,
95616,MUNI_GOV,2.0,0.0,
95616,PARKING_GARAGE,1.0,0.0,
95616,PAY_LOT,2.0,0.0,
95618,CAR_DEALER,1.0,1.0,
95618,MUNI_GOV,2.0,0.0,
95618,PLACE_OF_WORSHIP,1.0,0.0,
95618,SHOPPING_CENTER,0.0,16.0,
95621,MUNI_GOV,2.0,0.0,
95624,PARKING_LOT,1.0,0.0,
95628,OFFICE_BLDG,2.0,0.0,
95628,PARKING_LOT,2.0,0.0,
95630,CAR_DEALER,4.0,1.0,
95630,PARKING_GARAGE,2.0,0.0,
95630,SHOPPING_CENTER,2.0,0.0,
95642,BREWERY_DISTILLERY_WINERY,4.0,0.0,
95642,RESTAURANT,0.0,8.0,
95646,HOTEL,8.0,0.0,
95648,SHOPPING_CENTER,0.0,8.0,
95650,SHOPPING_CENTER,0.0,8.0,
95651,PARK,3.0,0.0,
95661,CAR_DEALER,7.0,1.0,
95661,SHOPPING_CENTER,2.0,0.0,
95667,BREWERY_DISTILLERY_WINERY,2.0,0.0,
95667,B_AND_B,1.0,0.0,
95667,HOTEL,2.0,0.0,
95667,LIBRARY,4.0,0.0,
95667,MUNI_GOV,16.0,0.0,
95667,OTHER_ENTERTAINMENT,10.0,0.0,
95667,SHOPPING_CENTER,2.0,2.0,
95667,SHOPPING_MALL,0.0,8.0,
95669,BREWERY_DISTILLERY_WINERY,6.0,0.0,
95669,HOTEL,2.0,0.0,
95669,RESTAURANT,2.0,0.0,
95670,MUNI_GOV,4.0,0.0,
95672,SCHOOL,1.0,0.0,
95678,OFFICE_BLDG,2.0,0.0,
95678,PAY_GARAGE,4.0,0.0,
95678,SHOPPING_MALL,4.0,29.0,
95682,LIBRARY,2.0,0.0,
95682,MUNI_GOV,4.0,0.0,
95683,INN,1.0,0.0,
95684,BREWERY_DISTILLERY_WINERY,1.0,0.0,
95685,BREWERY_DISTILLERY_WINERY,3.0,0.0,
95685,TRAVEL_CENTER,2.0,0.0,
95687,CAR_DEALER,1.0,0.0,
95687,MUNI_GOV,1.0,0.0,
95687,OFFICE_BLDG,1.0,0.0,
95687,PARKING_LOT,7.0,1.0,
95688,MUNI_GOV,12.0,0.0,
95688,OFFICE_BLDG,1.0,0.0,
95688,PARKING_LOT,1.0,0.0,
95688,SHOPPING_CENTER,2.0,0.0,
95688,TRAVEL_CENTER,3.0,0.0,
95694,INN,3.0,0.0,
95694,MUNI_GOV,1.0,0.0,
95695,LIBRARY,1.0,0.0,
95695,PARKING_LOT,6.0,0.0,
95695,SCHOOL,14.0,0.0,
95713,CAR_DEALER,2.0,1.0,
95728,CONVENIENCE_STORE,1.0,0.0,
95728,HOTEL,2.0,0.0,
95746,CONVENIENCE_STORE,1.0,0.0,
95757,CAR_DEALER,4.0,1.0,
95758,HOTEL,5.0,0.0,
95758,MUNI_GOV,2.0,4.0,
95758,SHOPPING_CENTER,2.0,16.0,
95762,LIBRARY,4.0,0.0,
95762,MUNI_GOV,2.0,0.0,
95776,FLEET_GARAGE,2.0,0.0,
95776,MUNI_GOV,1.0,0.0,
95776,RESTAURANT,4.0,0.0,
95776,SCHOOL,2.0,0.0,
95776,SHOPPING_CENTER,0.0,8.0,
95811,PAY_GARAGE,75.0,0.0,
95811,STATE_GOV,2.0,0.0,
95814,HOSPITAL,4.0,0.0,
95814,HOTEL,12.0,0.0,
95814,OFFICE_BLDG,5.0,0.0,
95814,PAY_GARAGE,13.0,0.0,
95815,SHOPPING_MALL,6.0,19.0,
95816,COLLEGE_CAMPUS,3.0,0.0,
95817,HOSPITAL,15.0,0.0,
95817,UTILITY,34.0,1.0,
95819,COLLEGE_CAMPUS,23.0,0.0,
95821,CAR_DEALER,1.0,1.0,
95822,GROCERY,0.0,8.0,
95822,LIBRARY,2.0,0.0,
95826,MULTI_UNIT_DWELLING,4.0,0.0,
95828,SCHOOL,8.0,0.0,
95832,RESTAURANT,3.0,0.0,
95833,OFFICE_BLDG,2.0,0.0,
95834,SHOPPING_MALL,0.0,10.0,
95837,AIRPORT,6.0,1.0,
95838,SCHOOL,8.0,0.0,
95841,COLLEGE_CAMPUS,14.0,0.0,
95841,OTHER_ENTERTAINMENT,2.0,0.0,
95842,SCHOOL,3.0,0.0,
95843,LIBRARY,1.0,0.0,
95912,SCHOOL,2.0,0.0,
95926,CAR_DEALER,3.0,0.0,
95928,BREWERY_DISTILLERY_WINERY,2.0,0.0,
95928,COLLEGE_CAMPUS,7.0,1.0,
95928,HOTEL,2.0,0.0,
95928,PARKING_LOT,4.0,0.0,
95936,INN,1.0,0.0,
95945,HOTEL,2.0,0.0,
95949,STATE_GOV,2.0,0.0,
95966,OTHER_ENTERTAINMENT,3.0,0.0,
95966,SCHOOL,1.0,0.0,
95968,SCHOOL,1.0,0.0,
95971,SCHOOL,1.0,0.0,
95987,INN,2.0,0.0,
95987,RESTAURANT,0.0,8.0,
95993,SHOPPING_CENTER,0.0,10.0,
96002,CAR_DEALER,2.0,0.0,
96002,HOTEL,2.0,0.0,
96003,SCHOOL,5.0,0.0,
96025,HOTEL,2.0,0.0,
96052,INN,2.0,0.0,
96056,SCHOOL,1.0,0.0,
96063,NATL_PARK,2.0,0.0,
96067,HOSPITAL,4.0,0.0,
96067,HOTEL,0.0,4.0,
96067,INN,4.0,0.0,
96067,SHOPPING_CENTER,0.0,16.0,
96080,HOTEL,3.0,0.0,
96080,SHOPPING_CENTER,0.0,8.0,
96088,HOTEL,2.0,0.0,
96091,HOTEL,2.0,0.0,
96097,SHOPPING_MALL,0.0,12.0,
96101,GROCERY,0.0,8.0,
96101,HOTEL,2.0,0.0,
96103,HOTEL,4.0,0.0,
96115,HOTEL,2.0,0.0,
96120,HOTEL,2.0,0.0,
96130,HOTEL,2.0,0.0,
96145,OFFICE_BLDG,3.0,0.0,
96145,UTILITY,1.0,0.0,
96146,HOTEL,11.0,0.0,
96148,HOTEL,2.0,0.0,
96150,HOTEL,16.0,0.0,
96150,LIBRARY,2.0,0.0,
96150,MUNI_GOV,4.0,0.0,
96161,BREWERY_DISTILLERY_WINERY,2.0,0.0,
96161,HOTEL,12.0,0.0,
96161,MUNI_GOV,4.0,0.0,
90004,,,,201.0
90005,,,,122.0
90008,,,,370.0
90032,,,,30.0
90033,,,,97.0
91335,,,,34.0
91335,,,,267.0
94041,Transit Town Center,,,780.0
94110,Urban Neighborhood,,,79.0
94536,Transit Neighborhood,,,110.0
94553,Transit Neighborhood,,,32.0
94587,City Center,,,157.0
94587,Local Neighborhood,,,422.0
94597,Local Neighborhood,,,54.0
94597,Mixed-Use Corridor,,,116.0
94601,Urban Neighborhood,,,274.0
95116,Local Neighborhood,,,77.0
95125,City Center,,,239.0
95125,Local Neighborhood,,,119.0
95125,Transit Town Center,,,83.0
95130,Suburban Center,,,50.0
95132,Mixed-Use Corridor,,,220.0
95133,Transit Neighborhood,,,299.0
98001,OTHER_ENTERTAINMENT,2.0,0.0,
98001,SHOPPING_MALL,4.0,14.0,
98002,GROCERY,2.0,0.0,
98002,SHOPPING_CENTER,4.0,0.0,
98003,HOTEL,3.0,0.0,
98003,SHOPPING_CENTER,2.0,12.0,
98004,HOTEL,12.0,0.0,
98004,PAY_GARAGE,0.0,8.0,
98006,OTHER_ENTERTAINMENT,2.0,0.0,
98006,SHOPPING_MALL,2.0,0.0,
98007,CAR_DEALER,1.0,0.0,
98011,OFFICE_BLDG,2.0,0.0,
98011,SHOPPING_MALL,0.0,10.0,
98012,GROCERY,2.0,0.0,
98023,SHOPPING_CENTER,2.0,0.0,
98026,CAR_DEALER,2.0,0.0,
98027,HOTEL,3.0,0.0,
98027,SHOPPING_CENTER,2.0,0.0,
98028,GROCERY,2.0,0.0,
98029,GROCERY,0.0,8.0,
98029,OTHER_ENTERTAINMENT,2.0,0.0,
98031,GROCERY,2.0,0.0,
98033,CAR_DEALER,0.0,1.0,
98033,GROCERY,2.0,0.0,
98034,CAR_DEALER,1.0,3.0,
98036,SHOPPING_CENTER,4.0,0.0,
98037,HOTEL,1.0,0.0,
98037,SHOPPING_CENTER,2.0,0.0,
98037,SHOPPING_MALL,10.0,0.0,
98042,OTHER_ENTERTAINMENT,2.0,0.0,
98042,SHOPPING_CENTER,2.0,0.0,
98043,GROCERY,2.0,0.0,
98045,REST_STOP,0.0,8.0,
98052,HOTEL,3.0,0.0,
98052,OFFICE_BLDG,2.0,0.0,
98053,HOTEL,4.0,0.0,
98056,GROCERY,2.0,0.0,
98056,PAY_GARAGE,40.0,0.0,
98057,CAR_DEALER,1.0,0.0,
98057,GROCERY,2.0,0.0,
98057,MUNI_GOV,2.0,0.0,
98058,CAR_DEALER,1.0,1.0,
98059,GROCERY,2.0,0.0,
98065,OTHER_ENTERTAINMENT,16.0,0.0,
98068,REC_SPORTS_FACILITY,9.0,0.0,
98072,HOTEL,7.0,0.0,
98074,SHOPPING_MALL,2.0,0.0,
98075,SHOPPING_CENTER,2.0,0.0,
98087,GROCERY,2.0,0.0,
98101,HOTEL,15.0,0.0,25644.0
98101,OFFICE_BLDG,6.0,0.0,25644.0
98101,PARKING_GARAGE,0.0,4.0,25644.0
98101,PAY_GARAGE,10.0,0.0,25644.0
98102,SHOPPING_CENTER,2.0,0.0,1892.0
98104,HOTEL,3.0,0.0,20623.0
98104,LIBRARY,3.0,0.0,20623.0
98104,PARKING_GARAGE,2.0,0.0,20623.0
98105,COLLEGE_CAMPUS,13.0,0.0,2394.0
98105,HOTEL,2.0,0.0,2394.0
98105,SHOPPING_CENTER,4.0,0.0,2394.0
98107,GROCERY,2.0,0.0,1709.0
98107,PARKING_GARAGE,0.0,8.0,1709.0
98107,SHOPPING_CENTER,2.0,0.0,1709.0
98109,HOTEL,4.0,0.0,15505.0
98109,MULTI_UNIT_DWELLING,1.0,0.0,15505.0
98109,MUNI_GOV,9.0,0.0,15505.0
98109,OFFICE_BLDG,6.0,0.0,15505.0
98109,SHOPPING_CENTER,1.0,0.0,15505.0
98112,B_AND_B,1.0,0.0,2097.0
98115,GROCERY,4.0,0.0,839.0
98118,SHOPPING_CENTER,2.0,0.0,330.0
98119,GROCERY,2.0,0.0,2873.0
98121,HOTEL,3.0,0.0,10419.0
98125,SHOPPING_MALL,0.0,16.0,
98133,OTHER_ENTERTAINMENT,2.0,0.0,36.0
98148,CAR_DEALER,2.0,1.0,
98155,GROCERY,2.0,0.0,
98166,SHOPPING_CENTER,2.0,0.0,
98168,SHOPPING_CENTER,2.0,0.0,
98188,GROCERY,2.0,0.0,
98188,HOTEL,2.0,0.0,
98188,SHOPPING_MALL,4.0,0.0,
98195,COLLEGE_CAMPUS,7.0,0.0,
98198,GROCERY,2.0,0.0,
98198,HOTEL,6.0,0.0,
98201,PARKING_LOT,8.0,0.0,
98204,CAR_DEALER,2.0,1.0,
98208,GROCERY,2.0,0.0,
98221,PARKING_GARAGE,1.0,0.0,
98223,MUNI_GOV,1.0,0.0,
98223,OTHER_ENTERTAINMENT,3.0,16.0,
98225,HOTEL,3.0,0.0,
98225,SHOPPING_CENTER,1.0,0.0,
98226,AIRPORT,4.0,0.0,
98226,HOTEL,4.0,0.0,
98226,SHOPPING_MALL,10.0,0.0,
98229,CAR_DEALER,2.0,1.0,
98230,HOTEL,2.0,0.0,
98233,HOTEL,3.0,0.0,
98237,PARKING_LOT,2.0,0.0,
98245,HOTEL,2.0,0.0,
98245,PARKING_LOT,1.0,0.0,
98249,REC_SPORTS_FACILITY,2.0,0.0,
98250,AIRPORT,2.0,0.0,
98250,HOTEL,1.0,0.0,
98250,INN,3.0,0.0,
98250,OFFICE_BLDG,2.0,0.0,
98250,PARK,1.0,0.0,
98250,PARKING_LOT,2.0,0.0,
98260,INN,4.0,0.0,
98261,LIBRARY,1.0,0.0,
98261,PARKING_LOT,1.0,0.0,
98264,OFFICE_BLDG,1.0,0.0,
98272,MUNI_GOV,2.0,0.0,
98273,COLLEGE_CAMPUS,4.0,0.0,
98273,RESTAURANT,1.0,0.0,
98275,SHOPPING_CENTER,2.0,0.0,
98279,HOTEL,1.0,0.0,
98280,PARKING_LOT,1.0,1.0,
98283,SHOPPING_CENTER,1.0,0.0,
98296,GROCERY,2.0,0.0,
98296,MUNI_GOV,3.0,0.0,
98304,HOTEL,2.0,0.0,
98312,CAR_DEALER,2.0,0.0,
98331,HOTEL,2.0,0.0,
98331,INN,0.0,8.0,
98335,HOTEL,2.0,0.0,
98335,OTHER_ENTERTAINMENT,3.0,0.0,
98335,STATE_GOV,2.0,0.0,
98337,PARKING_GARAGE,4.0,0.0,
98346,SHOPPING_CENTER,2.0,0.0,
98356,STREET_PARKING,1.0,0.0,
98357,HOTEL,4.0,0.0,
98362,B_AND_B,1.0,0.0,
98362,CAR_DEALER,2.0,1.0,
98362,INN,2.0,0.0,
98362,STREET_PARKING,2.0,0.0,
98363,BREWERY_DISTILLERY_WINERY,2.0,0.0,
98363,NATL_PARK,2.0,0.0,
98368,OFFICE_BLDG,6.0,0.0,
98371,CAR_DEALER,1.0,1.0,
98371,HOTEL,2.0,0.0,
98372,OFFICE_BLDG,2.0,0.0,
98382,COOP,1.0,0.0,
98382,HOTEL,2.0,0.0,
98382,INN,2.0,0.0,
98382,OFFICE_BLDG,1.0,0.0,
98383,SHOPPING_MALL,4.0,0.0,
98402,MUNI_GOV,1.0,0.0,
98409,CAR_DEALER,1.0,0.0,
98409,MUNI_GOV,1.0,0.0,
98421,HOTEL,3.0,0.0,
98444,HOTEL,2.0,0.0,
98501,INN,2.0,0.0,
98501,STATE_GOV,6.0,0.0,
98502,CAR_DEALER,1.0,0.0,
98502,HOTEL,3.0,0.0,
98502,SHOPPING_MALL,6.0,0.0,
98503,MUNI_GOV,4.0,0.0,
98503,SHOPPING_CENTER,0.0,12.0,
98505,COLLEGE_CAMPUS,4.0,0.0,
98512,TRUCK_STOP,0.0,8.0,
98562,HOTEL,4.0,0.0,
98564,HOTEL,3.0,0.0,
98575,HOTEL,2.0,0.0,
98579,SHOPPING_CENTER,2.0,0.0,
98592,HOTEL,3.0,0.0,
98595,BREWERY_DISTILLERY_WINERY,3.0,0.0,
98605,HOTEL,2.0,0.0,
98610,HOTEL,2.0,0.0,
98612,HOTEL,1.0,0.0,
98616,GAS_STATION,1.0,0.0,
98626,RESTAURANT,0.0,12.0,
98642,HOTEL,5.0,0.0,
98642,PARKING_LOT,1.0,0.0,
98642,SHOPPING_MALL,2.0,0.0,
98644,HOTEL,2.0,0.0,
98648,HOTEL,8.0,0.0,
98661,CAR_DEALER,2.0,0.0,
98662,CAR_DEALER,1.0,0.0,
98662,HOTEL,6.0,0.0,
98662,SHOPPING_CENTER,2.0,0.0,
98662,SHOPPING_MALL,4.0,8.0,
98684,SHOPPING_CENTER,4.0,0.0,
98686,GAS_STATION,2.0,0.0,
98686,SHOPPING_CENTER,2.0,0.0,
98801,BREWERY_DISTILLERY_WINERY,1.0,0.0,
98801,CAR_DEALER,1.0,1.0,
98801,CONVENTION_CENTER,2.0,0.0,
98801,GROCERY,1.0,0.0,
98801,HOSPITAL,18.0,0.0,
98801,OFFICE_BLDG,1.0,0.0,
98801,PARK,3.0,0.0,
98801,UTILITY,2.0,0.0,
98802,CAR_DEALER,1.0,1.0,
98813,MUNI_GOV,1.0,0.0,
98816,BREWERY_DISTILLERY_WINERY,2.0,0.0,
98816,HOTEL,1.0,0.0,
98816,MUNI_GOV,2.0,0.0,
98822,CONVENIENCE_STORE,0.0,8.0,
98823,HOSPITAL,2.0,0.0,
98826,FED_GOV,1.0,0.0,
98826,GROCERY,0.0,16.0,
98826,HOTEL,8.0,0.0,
98826,INN,1.0,0.0,
98826,PARKING_LOT,1.0,0.0,
98826,RESTAURANT,1.0,0.0,
98831,BREWERY_DISTILLERY_WINERY,3.0,0.0,
98831,HOTEL,1.0,0.0,
98833,HOTEL,1.0,0.0,
98837,HOTEL,1.0,0.0,
98837,SHOPPING_CENTER,0.0,12.0,
98837,UTILITY,1.0,2.0,
98841,INN,1.0,0.0,
98844,HOTEL,5.0,0.0,
98846,HOTEL,1.0,0.0,
98848,BREWERY_DISTILLERY_WINERY,3.0,0.0,
98851,MUNI_GOV,1.0,0.0,
98855,MUNI_GOV,1.0,0.0,
98856,OFFICE_BLDG,1.0,0.0,
98858,RESTAURANT,1.0,0.0,
98862,HOTEL,4.0,0.0,
98862,RV_PARK,1.0,0.0,
98901,CAR_DEALER,3.0,1.0,
98901,HOTEL,4.0,8.0,
98901,OFFICE_BLDG,2.0,0.0,
98922,HOTEL,3.0,0.0,
98922,OFFICE_BLDG,0.0,12.0,
98926,HOTEL,1.0,0.0,
99001,BANK,2.0,0.0,
99021,GAS_STATION,2.0,0.0,
99022,AUTO_REPAIR,2.0,0.0,
99115,RESTAURANT,1.0,0.0,
99122,MUSEUM,1.0,0.0,
99163,HOTEL,3.0,0.0,
99166,UTILITY,1.0,0.0,
99201,HOSPITAL,2.0,0.0,
99201,HOTEL,9.0,0.0,
99201,RESTAURANT,1.0,0.0,
99202,COLLEGE_CAMPUS,2.0,0.0,
99202,MULTI_UNIT_DWELLING,2.0,0.0,
99202,OFFICE_BLDG,2.0,0.0,
99203,BANK,2.0,0.0,
99205,BANK,1.0,0.0,
99205,OFFICE_BLDG,1.0,0.0,
99205,PARKING_LOT,12.0,0.0,
99212,CAR_DEALER,2.0,1.0,
99216,HOTEL,3.0,0.0,
99216,MULTI_UNIT_DWELLING,2.0,0.0,
99218,CAR_DEALER,1.0,0.0,
99224,HOTEL,6.0,0.0,
99224,MULTI_UNIT_DWELLING,2.0,0.0,
99224,SHOPPING_CENTER,0.0,8.0,
99252,OFFICE_BLDG,3.0,0.0,
99301,CAR_DEALER,1.0,0.0,
99301,HOTEL,3.0,0.0,
99320,BREWERY_DISTILLERY_WINERY,3.0,0.0,
99328,HOTEL,3.0,0.0,
99336,CAR_DEALER,2.0,0.0,
99338,BREWERY_DISTILLERY_WINERY,3.0,0.0,
99338,HOTEL,3.0,0.0,
99350,CONVENIENCE_STORE,1.0,2.0,
99352,HOTEL,7.0,0.0,
99352,MUNI_GOV,1.0,2.0,
99362,BREWERY_DISTILLERY_WINERY,7.0,0.0,
99362,CAR_DEALER,1.0,0.0,
99362,HOSPITAL,2.0,0.0,
99362,HOTEL,3.0,0.0,
99362,INN,1.0,0.0,
98015,,,,15.0
98103,,,,2394.0
98108,,,,145.0
98116,,,,491.0
98117,,,,32.0
98122,,,,4626.0
98124,,,,25.0
98134,,,,2918.0
98144,,,,455.0
98164,,,,243.0
98199,,,,78.0
nan,,,,3521.0
